studyID,armID,study_name,manga,study_year,pub_year,drug_name,Responders,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,RoB,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
464,2,Tylee1997,1,1997,1997,venl,67,171,R from pub data and no or inadequate unpub data,44,14,1,Fixed,Licensed,Yes,Investigational,22,,,OC,0,No,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v049
465,1,Hackett1998,1,1998,1998,fluv,14,34,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,No,Comparator,32,6,10,Others,1,No,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,v050
465,2,Hackett1998,1,1998,1998,venl,48,77,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Yes,Investigational,32,6,9,Others,1,No,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,venl,v051
466,1,Costaesilva1998,1,1998,1998,fluo,153,186,R from pub data and no or inadequate unpub data,40,10,,Flexible,Licensed,No,Comparator,30,8,10,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,v052
466,2,Costaesilva1998,1,1998,1998,venl,170,196,R from pub data and no or inadequate unpub data,41,11,,Flexible,Licensed,Yes,Investigational,30,8,10,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,v053
467,1,McPartlin1998,1,1998,1998,paro,117,178,R from pub data and no or inadequate unpub data,44,14,,Fixed,Licensed,No,Comparator,23,12,-14,Others,0,No,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,v054
467,2,McPartlin1998,1,1998,1998,venl,130,183,R from pub data and no or inadequate unpub data,45,15,,Fixed,Licensed,Yes,Investigational,23,12,-15,Others,0,No,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v055
468,2,Samuelian1998,0,1998,1998,clom,20,50,R from pub data and no or inadequate unpub data,47,11,,Flexible,Licensed,No,Comparator,28,6,17,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,v057
468,1,Samuelian1998,0,1998,1998,venl,30,52,R from pub data and no or inadequate unpub data,47,12,,Flexible,Licensed,Yes,Investigational,28,6,15,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v056
470,2,Smeraldi1998,0,1998,1998,clom,40,58,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Comparator,,,,Others,0,No,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,3,0,Moderate risk,0,0,0,0,clom,v063
470,3,Smeraldi1998,0,1998,1998,traz,33,57,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Comparator,,,,Others,0,No,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,3,0,Moderate risk,0,0,0,0,traz,v064
470,1,Smeraldi1998,0,1998,1998,venl,41,55,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Investigational,,,,Others,0,No,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,3,0,Moderate risk,0,0,0,0,venl,v062
472,1,Alves1999,1,1999,1999,fluo,40,47,R from pub data and no or inadequate unpub data,42,12,,Flexible,Licensed,No,Comparator,27,12,11,Others,0,No,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,v069
472,2,Alves1999,1,1999,1999,venl,34,40,R from pub data and no or inadequate unpub data,45,12,,Flexible,Licensed,Yes,Investigational,28,12,8,Others,0,No,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,v070
475,1,Mehtonen2000,1,2000,2000,sert,41,72,R from pub data and no or inadequate unpub data,41,11,,Flexible,Licensed,No,Comparator,26,8,,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,sert,v077
475,2,Mehtonen2000,1,2000,2000,venl,49,75,R from pub data and no or inadequate unpub data,44,11,,Flexible,Licensed,Yes,Investigational,26,8,,Others,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,v078
476,1,Tzanakaki2000,1,2000,2000,fluo,33,54,R from pub data and no or inadequate unpub data,49,10,,Flexible,Licensed,No,Comparator,27,6,13,Others,0,No,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v079
476,2,Tzanakaki2000,1,2000,2000,venl,38,55,R from pub data and no or inadequate unpub data,47,11,,Flexible,Licensed,Yes,Investigational,28,6,12,Others,0,No,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v080
477,2,Gentil2000,0,2000,2000,amit,44,59,R from pub data and no or inadequate unpub data,39,9,,Flexible,Licensed,No,Comparator,25,8,7,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,v082
477,1,Gentil2000,0,2000,2000,venl,43,57,R from pub data and no or inadequate unpub data,38,10,,Flexible,Licensed,Yes,Investigational,24,8,9,Others,0,No,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,v081
478,1,Casabona2002 (0600B 428),0,,2002,paro,29,56,Inadequate pub data and R from unpub data,,,,Fixed,Licensed,No,Comparator,,,,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,v083
478,2,Casabona2002 (0600B 428),0,,2002,venl,43,58,Inadequate pub data and R from unpub data,,,,Fixed,Licensed,Yes,Investigational,,,,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,venl,v084
479,2,Sauer2003,0,2003,2003,amit,35,77,R from pub data and no or inadequate unpub data,46,11,,Flexible,Licensed,No,Comparator,24,6,13,Others,0,No,Multi-center,Outpatients only,Unclear,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,v086
479,1,Sauer2003,0,2003,2003,venl,30,79,R from pub data and no or inadequate unpub data,49,11,,Flexible,Licensed,Yes,Investigational,24,6,13,Others,0,No,Multi-center,Outpatients only,Unclear,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v085
480,1,Allard2004,1,2004,2004,cita,50,75,R from pub data and no or inadequate unpub data,73,6,,Flexible,Licensed,No,Comparator,27,8,12,LOCF,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,v087
480,2,Allard2004,1,2004,2004,venl,49,76,R from pub data and no or inadequate unpub data,74,6,,Flexible,Licensed,Yes,Investigational,28,8,12,LOCF,0,No,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v088
483,1,Keller2007 (NCT00046020),0,2007,2007,fluo,210,275,R from pub data and no or inadequate unpub data,40,12,,Flexible,Licensed,Unclear,Comparator,23,10,9,LOCF,0,No,Multi-center,Outpatients only,Unclear,10,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v095
483,2,Keller2007 (NCT00046020),0,2007,2007,venl,612,821,R from pub data and no or inadequate unpub data,40,11,,Flexible,Licensed,Yes,Investigational,23,10,9,LOCF,0,No,Multi-center,Outpatients only,Unclear,10,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v096
488,2,Hosseini2015 (IRCT201203048513N1.),0,2011,2015,cita,21,25,R imputed from pub data and no or inadequate unpub data,36,9,1,Other/Unclear,Licensed,No,Unclear,18,8,5,Others,1,No,Single center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,v109
488,1,Hosseini2015 (IRCT201203048513N1.),0,2011,2015,venl,12,28,R imputed from pub data and no or inadequate unpub data,37,11,1,Other/Unclear,Licensed,No,Unclear,20,,,OC,1,No,Single center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v108
491,2,Heller2009(NCT00909155),0,2009,2009,fluo,8,14,Inadequate pub data and R from unpub data,33,11,1,Flexible,Licensed,No,Comparator,21,8,10,Others,1,Yes,Unclear,Other/Unclear/Not stated,Unclear,24,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v116
491,1,Heller2009(NCT00909155),0,2009,2009,venl,9,15,Inadequate pub data and R from unpub data,31,11,1,Flexible,Licensed,Yes,Investigational,20,8,9,Others,1,Yes,Unclear,Other/Unclear/Not stated,Unclear,24,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,venl,v115
492,1,Chang 2015,0,2015,2015,fluo,41,58,R imputed from pub data and no or inadequate unpub data,42,12,1,Flexible,Licensed,No,Unclear,24,6,8,Others,1,No,Unclear,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v117
492,2,Chang 2015,0,2015,2015,venl,38,54,R imputed from pub data and no or inadequate unpub data,38,13,1,Flexible,Licensed,No,Unclear,26,6,9,Others,1,No,Unclear,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v118
516,2,"Wang2015 (NCT01571453, KCT0000432, 13926A)",0,2013,2015,venl,132,230,R can come both from pub and unpub data and match,41,12,1,Fixed,Licensed,No,Comparator,32,8,-18,LOCF,0,Yes,Multi-center,Both,Unclear,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,venl,vo48
516,1,"Wang2015 (NCT01571453, KCT0000432, 13926A)",0,2013,2015,vort,139,213,R can come both from pub and unpub data and match,40,12,1,Fixed,Licensed,Yes,Investigational,32,8,-19,LOCF,0,Yes,Multi-center,Both,Unclear,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,vort,vo47
