studyID,armID,manga,drug_name,Responders,Ntotal,age_mean,age_sd,pub_year,RoB,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,study_year,Published,study_name,ascale,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
414,1,1,venl,49,78,37,12,2006,l,,Flexible,Licensed,Unclear,Comparator,2003,R from pub data and no or inadequate unpub data,Shelton2006 (NCT00179283),HAMD17,22,8,10,Others,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,s41
436,1,0,amit,29,44,42,13,1988,m,,Fixed,Licensed,No,Comparator,1988,R imputed from pub data and no or inadequate unpub data,Blacker1988,HAMD21,27,6,7,Others,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,4,0,Moderate risk,0,0,0,0,amit,t20
436,2,0,traz,58,112,45,13,1988,m,,Fixed,Licensed,Unclear,Investigational,1988,R imputed from pub data and no or inadequate unpub data,Blacker1988,HAMD21,26,,,OC,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,4,0,Moderate risk,0,0,0,0,traz,t21
437,1,0,amit,21,37,66,6,1989,l,1,Fixed,Licensed,Unclear,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Altamura1989b,HAMD21,29,5,11,Others,1,No,Europe,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,3,0,Moderate risk,0,0,0,0,amit,t22
437,2,0,traz,21,36,65,6,1989,l,1,Fixed,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Altamura1989b,HAMD21,30,5,11,Others,1,No,Europe,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,3,0,Moderate risk,0,0,0,0,traz,t23
438,1,0,paro,48,53,44,11,2005,l,1,Flexible,Licensed,Unclear,Comparator,2005,R from pub data and no or inadequate unpub data,Kasper2005b,HAMD17,21,8,-15,LOCF,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,t24
438,2,0,traz,48,55,44,12,2005,l,1,Flexible,Licensed,Unclear,Investigational,2005,R from pub data and no or inadequate unpub data,Kasper2005b,HAMD17,21,8,-15,LOCF,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,traz,t25
439,1,0,sert,37,60,47,11,2006,l,1,Flexible,Licensed,No,Comparator,2006,R from pub data and no or inadequate unpub data,Munizza2006,HAMD17,22,6,10,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,sert,t26
439,2,0,traz,46,62,45,12,2006,l,1,Flexible,Licensed,Yes,Investigational,2006,R from pub data and no or inadequate unpub data,Munizza2006,HAMD17,22,6,9,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,traz,t27
457,1,1,fluo,17,34,54,,1994,m,,Fixed,Licensed,No,Comparator,1994,R from pub data and no or inadequate unpub data,Clerc1994,HAMD21,30,6,17,Others,0,No,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v033
457,2,1,venl,24,34,49,,1994,m,,Fixed,Licensed,Yes,Investigational,1994,R from pub data and no or inadequate unpub data,Clerc1994,HAMD21,29,6,11,Others,0,No,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,venl,v034
460,1,1,fluo,95,161,43,13,1996,m,1,Fixed,Licensed,No,Comparator,1994,R from pub data and no or inadequate unpub data,Dierick1996,HAMD17,27,8,12,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v039
460,2,1,venl,107,153,44,13,1996,m,1,Flexible,Licensed,Yes,Investigational,1994,R from pub data and no or inadequate unpub data,Dierick1996,HAMD17,27,8,11,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v040
464,1,1,fluo,58,170,46,14,1997,m,1,Fixed,Licensed,No,Comparator,1997,R from pub data and no or inadequate unpub data,Tylee1997,HAMD17,23,,,OC,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v048
464,2,1,venl,67,171,44,14,1997,m,1,Fixed,Licensed,Yes,Investigational,1997,R from pub data and no or inadequate unpub data,Tylee1997,HAMD17,22,,,OC,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v049
465,1,1,fluv,14,34,,,1998,m,,Fixed,Licensed,No,Comparator,1998,R imputed from pub data and no or inadequate unpub data,Hackett1998,MADRS,32,6,10,Others,1,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,v050
465,2,1,venl,48,77,,,1998,m,,Fixed,Licensed,Yes,Investigational,1998,R imputed from pub data and no or inadequate unpub data,Hackett1998,MADRS,32,6,9,Others,1,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,venl,v051
466,1,1,fluo,153,186,40,10,1998,l,,Flexible,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Costaesilva1998,HAMD17,30,8,10,Others,0,No,South America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,v052
466,2,1,venl,170,196,41,11,1998,l,,Flexible,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Costaesilva1998,HAMD17,30,8,10,Others,0,No,South America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,v053
467,1,1,paro,117,178,44,14,1998,m,,Fixed,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,McPartlin1998,HAMD17,23,12,-14,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,v054
467,2,1,venl,130,183,45,15,1998,m,,Fixed,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,McPartlin1998,HAMD17,23,12,-15,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v055
468,2,0,clom,20,50,47,11,1998,m,,Flexible,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Samuelian1998,HAMD21,28,6,17,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,v057
468,1,0,venl,30,52,47,12,1998,m,,Flexible,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Samuelian1998,HAMD21,28,6,15,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v056
470,2,0,clom,40,58,71,6,1998,m,,Flexible,Licensed,Unclear,Comparator,1998,R from pub data and no or inadequate unpub data,Smeraldi1998,,,,,Others,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,3,0,Moderate risk,0,0,0,0,clom,v063
470,3,0,traz,33,57,71,6,1998,m,,Flexible,Licensed,Unclear,Comparator,1998,R from pub data and no or inadequate unpub data,Smeraldi1998,,,,,Others,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,3,0,Moderate risk,0,0,0,0,traz,v064
470,1,0,venl,41,55,71,6,1998,m,,Flexible,Licensed,Unclear,Investigational,1998,R from pub data and no or inadequate unpub data,Smeraldi1998,,,,,Others,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,3,0,Moderate risk,0,0,0,0,venl,v062
472,1,1,fluo,40,47,42,12,1999,l,,Flexible,Licensed,No,Comparator,1999,R from pub data and no or inadequate unpub data,Alves1999,HAMD21,27,12,11,Others,0,No,Europe,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,v069
472,2,1,venl,34,40,45,12,1999,l,,Flexible,Licensed,Yes,Investigational,1999,R from pub data and no or inadequate unpub data,Alves1999,HAMD21,28,12,8,Others,0,No,Europe,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,v070
475,1,1,sert,41,72,41,11,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Mehtonen2000,HAMD21,26,8,,Others,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,sert,v077
475,2,1,venl,49,75,44,11,2000,l,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Mehtonen2000,HAMD21,26,8,,Others,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,v078
476,1,1,fluo,33,54,49,10,2000,m,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Tzanakaki2000,HAMD21,27,6,13,Others,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v079
476,2,1,venl,38,55,47,11,2000,m,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Tzanakaki2000,HAMD21,28,6,12,Others,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v080
477,2,0,amit,44,59,39,9,2000,l,,Flexible,Licensed,No,Comparator,2000,R from pub data and no or inadequate unpub data,Gentil2000,HAMD21,25,8,7,Others,0,No,South America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,v082
477,1,0,venl,43,57,38,10,2000,l,,Flexible,Licensed,Yes,Investigational,2000,R from pub data and no or inadequate unpub data,Gentil2000,HAMD21,24,8,9,Others,0,No,South America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,v081
478,1,0,paro,29,56,,,2002,l,,Fixed,Licensed,No,Comparator,,Inadequate pub data and R from unpub data,Casabona2002 (0600B 428),,,,,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,v083
478,2,0,venl,43,58,,,2002,l,,Fixed,Licensed,Yes,Investigational,,Inadequate pub data and R from unpub data,Casabona2002 (0600B 428),,,,,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Moderate risk,0,0,0,0,venl,v084
479,2,0,amit,35,77,46,11,2003,m,,Flexible,Licensed,No,Comparator,2003,R from pub data and no or inadequate unpub data,Sauer2003,HAMD21,24,6,13,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,v086
479,1,0,venl,30,79,49,11,2003,m,,Flexible,Licensed,Yes,Investigational,2003,R from pub data and no or inadequate unpub data,Sauer2003,HAMD21,24,6,13,Others,0,No,Europe,Multi-center,Outpatients only,Unclear,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v085
480,1,1,cita,50,75,73,6,2004,m,,Flexible,Licensed,No,Comparator,2004,R from pub data and no or inadequate unpub data,Allard2004,MADRS,27,8,12,LOCF,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,v087
480,2,1,venl,49,76,74,6,2004,m,,Flexible,Licensed,Yes,Investigational,2004,R from pub data and no or inadequate unpub data,Allard2004,MADRS,28,8,12,LOCF,0,No,Europe,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v088
483,1,0,fluo,210,275,40,12,2007,m,,Flexible,Licensed,Unclear,Comparator,2007,R from pub data and no or inadequate unpub data,Keller2007 (NCT00046020),HAMD17,23,10,9,LOCF,0,No,North America,Multi-center,Outpatients only,Unclear,10,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v095
483,2,0,venl,612,821,40,11,2007,m,,Flexible,Licensed,Yes,Investigational,2007,R from pub data and no or inadequate unpub data,Keller2007 (NCT00046020),HAMD17,23,10,9,LOCF,0,No,North America,Multi-center,Outpatients only,Unclear,10,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v096
488,2,0,cita,21,25,36,9,2015,m,1,Other/Unclear,Licensed,No,Unclear,2011,R imputed from pub data and no or inadequate unpub data,Hosseini2015 (IRCT201203048513N1.),HAMDunspecified,18,8,5,Others,1,No,Asia,Single center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,cita,v109
488,1,0,venl,12,28,37,11,2015,m,1,Other/Unclear,Licensed,No,Unclear,2011,R imputed from pub data and no or inadequate unpub data,Hosseini2015 (IRCT201203048513N1.),HAMDunspecified,20,,,OC,1,No,Asia,Single center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v108
491,2,0,fluo,8,14,33,11,2009,m,1,Flexible,Licensed,No,Comparator,2009,Inadequate pub data and R from unpub data,Heller2009(NCT00909155),HAMD21,21,8,10,Others,1,Yes,North America,Unclear,Other/Unclear/Not stated,Unclear,24,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v116
491,1,0,venl,9,15,31,11,2009,m,1,Flexible,Licensed,Yes,Investigational,2009,Inadequate pub data and R from unpub data,Heller2009(NCT00909155),HAMD21,20,8,9,Others,1,Yes,North America,Unclear,Other/Unclear/Not stated,Unclear,24,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,venl,v115
492,1,0,fluo,41,58,42,12,2015,m,1,Flexible,Licensed,No,Unclear,2015,R imputed from pub data and no or inadequate unpub data,Chang 2015,HAMD21,24,6,8,Others,1,No,Asia,Unclear,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,v117
492,2,0,venl,38,54,38,13,2015,m,1,Flexible,Licensed,No,Unclear,2015,R imputed from pub data and no or inadequate unpub data,Chang 2015,HAMD21,26,6,9,Others,1,No,Asia,Unclear,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,venl,v118
516,2,0,venl,132,230,41,12,2015,l,1,Fixed,Licensed,No,Comparator,2013,R can come both from pub and unpub data and match,"Wang2015 (NCT01571453, KCT0000432, 13926A)",MADRS,32,8,-18,LOCF,0,Yes,Asia,Multi-center,Both,Unclear,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,venl,vo48
516,1,0,vort,139,213,40,12,2015,l,1,Fixed,Licensed,Yes,Investigational,2013,R can come both from pub and unpub data and match,"Wang2015 (NCT01571453, KCT0000432, 13926A)",MADRS,32,8,-19,LOCF,0,Yes,Asia,Multi-center,Both,Unclear,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,vort,vo47
